e1fish_index,e1fish_id,e1fish_name,e1fish_lastyear,e1fish_startyear,e1monoculture,e1fish_everyyear,e1fish_gap,e1fingerling_lastyear,e1pond_type,e1pond_type_oth,e1pond_size,e1pond_depth,e1pond_source,e1pond_source_oth,e1integrated_agri,e1integrated_now,e1purchase_finger_time,e1source_fingerling,e1source_fingerling_1,e1source_fingerling_2,e1source_fingerling_3,e1source_fingerling_4,e1source_fingerling_5,e1source_fingerling_6,e1source_fingerling_7,e1source_fingerling_8,e1source_fingerling_9,e1source_fingerling__96,e1source_fingerling_oth,e1know_hatchery,e1hatchery_village,e1distance_hatchery,e1hatchery_address,e1know_num,e1hatchery_phone,e1hatchery_year,e1strain_tilapia,e1strain_tilapia_oth,e1strain_rohu,e1strain_rohu_oth,e1gift_tilapia,e1g3_rohu,e1fish_amount,e1fish_monosex,e1totprice_fingerling,e1harvest_month,e1fish_sales,e1fish_sales_oth,PARENT_KEY,KEY,SET-OF-module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[1],uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[1]/module_e1_4[2],uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[1]/module_e1_4
1,1,Tilapia,1,2022,0,1,,1,1,,34,3,3,,0,,6/1/2023,3 8,0,0,1,0,0,0,0,1,0,0,,0,0,,,0,,2,-96,Momosux,,,0,,50,-97,1500,6/1/2023,1,,uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[2],uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[2]/module_e1_4[1],uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,2022,0,1,,1,1,,34,3,3,,0,,6/1/2023,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,-96,Name boltay pari na,,0,20,,4000,11/1/2023,1,,uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[2],uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[2]/module_e1_4[2],uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[2]/module_e1_4
1,1,Tilapia,1,2022,0,1,,1,1,,50,3,3,,0,,6/1/2023,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,-96,Monosix,,,0,,50,-97,5000,11/1/2023,1,,uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[3],uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[3]/module_e1_4[1],uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[3]/module_e1_4
2,2,Rohu (Rui),1,2022,0,1,,1,1,,50,3,2,,0,,7/1/2023,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,-96,Boltay pary na,,0,20,,10000,11/1/2023,1,,uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[3],uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[3]/module_e1_4[2],uuid:72975329-344e-4215-8b46-5b59b64236c1/module_er[3]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:81f2e796-273b-461f-9155-206ccfb20c6f/module_er[1],uuid:81f2e796-273b-461f-9155-206ccfb20c6f/module_er[1]/module_e1_4[1],uuid:81f2e796-273b-461f-9155-206ccfb20c6f/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:81f2e796-273b-461f-9155-206ccfb20c6f/module_er[1],uuid:81f2e796-273b-461f-9155-206ccfb20c6f/module_er[1]/module_e1_4[2],uuid:81f2e796-273b-461f-9155-206ccfb20c6f/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[1],uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[1]/module_e1_4[1],uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[1],uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[1]/module_e1_4[2],uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[2],uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[2]/module_e1_4[1],uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[2]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[2],uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[2]/module_e1_4[2],uuid:c5e302db-21b6-421e-9bfa-f4031b5117cd/module_er[2]/module_e1_4
1,1,Tilapia,1,2009,0,1,,1,1,,10,4,1,,0,,12/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,0,-96,Hybrid,,,0,,10,-97,1200,2/1/2024,5,,uuid:71e41e97-cd5a-4a50-bfde-dd9de43371e9/module_er[1],uuid:71e41e97-cd5a-4a50-bfde-dd9de43371e9/module_er[1]/module_e1_4[1],uuid:71e41e97-cd5a-4a50-bfde-dd9de43371e9/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2009,0,1,,1,1,,10,4,1,,0,,12/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,0,,,1,,,0,5,,5000,2/1/2024,5,,uuid:71e41e97-cd5a-4a50-bfde-dd9de43371e9/module_er[1],uuid:71e41e97-cd5a-4a50-bfde-dd9de43371e9/module_er[1]/module_e1_4[2],uuid:71e41e97-cd5a-4a50-bfde-dd9de43371e9/module_er[1]/module_e1_4
1,1,Tilapia,1,2023,0,1,,1,1,,7,7,1,,0,,2/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,3,,,,0,,5,-97,2000,2/1/2024,5,,uuid:96b9a3e6-d07f-481d-8a93-576d4ae08b8d/module_er[1],uuid:96b9a3e6-d07f-481d-8a93-576d4ae08b8d/module_er[1]/module_e1_4[1],uuid:96b9a3e6-d07f-481d-8a93-576d4ae08b8d/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,0,1,,1,1,,7,7,1,,0,,7/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,1,,,0,15,,4000,6/1/2023,5,,uuid:96b9a3e6-d07f-481d-8a93-576d4ae08b8d/module_er[1],uuid:96b9a3e6-d07f-481d-8a93-576d4ae08b8d/module_er[1]/module_e1_4[2],uuid:96b9a3e6-d07f-481d-8a93-576d4ae08b8d/module_er[1]/module_e1_4
1,1,Tilapia,1,1991,0,1,,1,1,,6,4,1,,0,,9/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,5,2,,,,1,,8,-97,4000,11/1/2023,5,,uuid:99f35031-bf5c-46ad-b376-ffa367d53cd3/module_er[1],uuid:99f35031-bf5c-46ad-b376-ffa367d53cd3/module_er[1]/module_e1_4[1],uuid:99f35031-bf5c-46ad-b376-ffa367d53cd3/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,1991,0,1,,1,1,,6,8,1,,0,,9/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,5,,,4,,,1,8,,2000,11/1/2023,5,,uuid:99f35031-bf5c-46ad-b376-ffa367d53cd3/module_er[1],uuid:99f35031-bf5c-46ad-b376-ffa367d53cd3/module_er[1]/module_e1_4[2],uuid:99f35031-bf5c-46ad-b376-ffa367d53cd3/module_er[1]/module_e1_4
1,1,Tilapia,1,2022,0,1,,1,1,,13,7,3,,0,,2/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,1,,,,0,,10,2,1200,12/1/2023,5,,uuid:73110083-d6aa-44f9-a2db-dd03456b3ecd/module_er[1],uuid:73110083-d6aa-44f9-a2db-dd03456b3ecd/module_er[1]/module_e1_4[1],uuid:73110083-d6aa-44f9-a2db-dd03456b3ecd/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2022,0,1,,1,1,,13,7,3,,0,,2/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,2,,,0,10,,2000,12/1/2023,5,,uuid:73110083-d6aa-44f9-a2db-dd03456b3ecd/module_er[1],uuid:73110083-d6aa-44f9-a2db-dd03456b3ecd/module_er[1]/module_e1_4[2],uuid:73110083-d6aa-44f9-a2db-dd03456b3ecd/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:4c7aa153-bbf8-4ebe-b469-0c53a88f13a3/module_er[1],uuid:4c7aa153-bbf8-4ebe-b469-0c53a88f13a3/module_er[1]/module_e1_4[1],uuid:4c7aa153-bbf8-4ebe-b469-0c53a88f13a3/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2018,0,1,,1,1,,12,5,1,,0,,7/1/2023,5,0,0,0,0,1,0,0,0,0,0,,0,1,2000,Zinnot pur,0,,2,,,-96,Jana nai,,0,5,,1000,8/1/2023,5,,uuid:4c7aa153-bbf8-4ebe-b469-0c53a88f13a3/module_er[1],uuid:4c7aa153-bbf8-4ebe-b469-0c53a88f13a3/module_er[1]/module_e1_4[2],uuid:4c7aa153-bbf8-4ebe-b469-0c53a88f13a3/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:68724559-e946-4eac-abbf-6612e02445a3/module_er[1],uuid:68724559-e946-4eac-abbf-6612e02445a3/module_er[1]/module_e1_4[1],uuid:68724559-e946-4eac-abbf-6612e02445a3/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:68724559-e946-4eac-abbf-6612e02445a3/module_er[1],uuid:68724559-e946-4eac-abbf-6612e02445a3/module_er[1]/module_e1_4[2],uuid:68724559-e946-4eac-abbf-6612e02445a3/module_er[1]/module_e1_4
1,1,Tilapia,1,2021,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:12d22ff9-3e67-4904-b13e-82c769b96c15/module_er[1],uuid:12d22ff9-3e67-4904-b13e-82c769b96c15/module_er[1]/module_e1_4[1],uuid:12d22ff9-3e67-4904-b13e-82c769b96c15/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2021,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:12d22ff9-3e67-4904-b13e-82c769b96c15/module_er[1],uuid:12d22ff9-3e67-4904-b13e-82c769b96c15/module_er[1]/module_e1_4[2],uuid:12d22ff9-3e67-4904-b13e-82c769b96c15/module_er[1]/module_e1_4
1,1,Tilapia,1,2020,0,1,,1,1,,12,5,1,,0,,1/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,-96,Jane na,,,0,,10,-97,2500,4/1/2023,5,,uuid:67315ff0-0da6-41a7-bbdd-1b6b8260aa80/module_er[1],uuid:67315ff0-0da6-41a7-bbdd-1b6b8260aa80/module_er[1]/module_e1_4[1],uuid:67315ff0-0da6-41a7-bbdd-1b6b8260aa80/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:67315ff0-0da6-41a7-bbdd-1b6b8260aa80/module_er[1],uuid:67315ff0-0da6-41a7-bbdd-1b6b8260aa80/module_er[1]/module_e1_4[2],uuid:67315ff0-0da6-41a7-bbdd-1b6b8260aa80/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:5e77d12e-55d9-44bb-8732-61005bde39da/module_er[1],uuid:5e77d12e-55d9-44bb-8732-61005bde39da/module_er[1]/module_e1_4[1],uuid:5e77d12e-55d9-44bb-8732-61005bde39da/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:5e77d12e-55d9-44bb-8732-61005bde39da/module_er[1],uuid:5e77d12e-55d9-44bb-8732-61005bde39da/module_er[1]/module_e1_4[2],uuid:5e77d12e-55d9-44bb-8732-61005bde39da/module_er[1]/module_e1_4
1,1,Tilapia,1,2023,0,1,,1,1,,7,5,3,,0,,5/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,-96,Deshi,,,0,,5,-97,800,2/1/2024,5,,uuid:320aa405-b1bf-46e3-9aef-a717669c440f/module_er[1],uuid:320aa405-b1bf-46e3-9aef-a717669c440f/module_er[1]/module_e1_4[1],uuid:320aa405-b1bf-46e3-9aef-a717669c440f/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,0,1,,1,1,,7,5,3,,0,,5/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,1,,,0,5,,1000,2/1/2024,5,,uuid:320aa405-b1bf-46e3-9aef-a717669c440f/module_er[1],uuid:320aa405-b1bf-46e3-9aef-a717669c440f/module_er[1]/module_e1_4[2],uuid:320aa405-b1bf-46e3-9aef-a717669c440f/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:30dcc4d9-3f60-4c9f-a9f9-6f404c8abb33/module_er[1],uuid:30dcc4d9-3f60-4c9f-a9f9-6f404c8abb33/module_er[1]/module_e1_4[1],uuid:30dcc4d9-3f60-4c9f-a9f9-6f404c8abb33/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2016,0,1,,1,1,,15,10,3,,0,,7/1/2023,5,0,0,0,0,1,0,0,0,0,0,,0,1,35000,"Manda thana,naogaon",0,,2,,,1,,,0,30,,6000,2/1/2024,1,,uuid:30dcc4d9-3f60-4c9f-a9f9-6f404c8abb33/module_er[1],uuid:30dcc4d9-3f60-4c9f-a9f9-6f404c8abb33/module_er[1]/module_e1_4[2],uuid:30dcc4d9-3f60-4c9f-a9f9-6f404c8abb33/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:3f871483-6eb4-4d3a-9fba-0b0c7edeef9f/module_er[1],uuid:3f871483-6eb4-4d3a-9fba-0b0c7edeef9f/module_er[1]/module_e1_4[1],uuid:3f871483-6eb4-4d3a-9fba-0b0c7edeef9f/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:3f871483-6eb4-4d3a-9fba-0b0c7edeef9f/module_er[1],uuid:3f871483-6eb4-4d3a-9fba-0b0c7edeef9f/module_er[1]/module_e1_4[2],uuid:3f871483-6eb4-4d3a-9fba-0b0c7edeef9f/module_er[1]/module_e1_4
1,1,Tilapia,1,2021,0,1,,1,1,,13,5,3,,0,,2/1/2023,9,0,0,0,0,0,0,0,0,1,0,,0,1,1000,Nama para,0,,1,1,,,,0,,2,0,350,11/1/2023,5,,uuid:619202fc-b502-4c8e-a5bf-f7dafba5bfd8/module_er[1],uuid:619202fc-b502-4c8e-a5bf-f7dafba5bfd8/module_er[1]/module_e1_4[1],uuid:619202fc-b502-4c8e-a5bf-f7dafba5bfd8/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2021,0,1,,1,1,,13,5,3,,0,,2/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,3,,,0,5,,750,12/1/2023,5,,uuid:619202fc-b502-4c8e-a5bf-f7dafba5bfd8/module_er[1],uuid:619202fc-b502-4c8e-a5bf-f7dafba5bfd8/module_er[1]/module_e1_4[2],uuid:619202fc-b502-4c8e-a5bf-f7dafba5bfd8/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:91f44fe4-e713-445f-8b29-f667f18e4b5f/module_er[1],uuid:91f44fe4-e713-445f-8b29-f667f18e4b5f/module_er[1]/module_e1_4[1],uuid:91f44fe4-e713-445f-8b29-f667f18e4b5f/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,0,1,,1,1,,45,8,3,,0,,4/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,1,,,0,5,,2500,4/1/2025,-96,Mach vog kore nai bikri o kore nai,uuid:91f44fe4-e713-445f-8b29-f667f18e4b5f/module_er[1],uuid:91f44fe4-e713-445f-8b29-f667f18e4b5f/module_er[1]/module_e1_4[2],uuid:91f44fe4-e713-445f-8b29-f667f18e4b5f/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[1],uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[1]/module_e1_4[1],uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2018,1,1,,1,1,,231,7,3,,0,,9/1/2023,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,-96,jane na,,0,30,,6600,8/1/2023,3,,uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[1],uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[1]/module_e1_4[2],uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[2],uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[2]/module_e1_4[1],uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,2018,0,1,,1,1,,231,7,3,,0,,9/1/2023,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,-96,Jane na,,0,30,,6600,8/1/2023,3,,uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[2],uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[2]/module_e1_4[2],uuid:65614d3b-c8a4-4c5b-b022-513a353efadc/module_er[2]/module_e1_4
1,1,Tilapia,1,1995,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:4a623d90-222f-42d4-b3df-a5d0955c28eb/module_er[1],uuid:4a623d90-222f-42d4-b3df-a5d0955c28eb/module_er[1]/module_e1_4[1],uuid:4a623d90-222f-42d4-b3df-a5d0955c28eb/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2004,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:4a623d90-222f-42d4-b3df-a5d0955c28eb/module_er[1],uuid:4a623d90-222f-42d4-b3df-a5d0955c28eb/module_er[1]/module_e1_4[2],uuid:4a623d90-222f-42d4-b3df-a5d0955c28eb/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:51e99521-1eea-4550-9b03-c48ff756700c/module_er[1],uuid:51e99521-1eea-4550-9b03-c48ff756700c/module_er[1]/module_e1_4[1],uuid:51e99521-1eea-4550-9b03-c48ff756700c/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2009,0,1,,1,1,,16,5,1,,0,,5/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,15,,,-96,Rui,,0,3,,1200,10/1/2023,5,,uuid:51e99521-1eea-4550-9b03-c48ff756700c/module_er[1],uuid:51e99521-1eea-4550-9b03-c48ff756700c/module_er[1]/module_e1_4[2],uuid:51e99521-1eea-4550-9b03-c48ff756700c/module_er[1]/module_e1_4
1,1,Tilapia,1,2008,1,1,,1,1,,12,6,1,,1,1,4/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,0,,,0,,1,-96,Monosex,,,0,,16,16,4000,4/1/2023,2,,uuid:7eaf891d-1c1c-4f9f-85db-29cd035b3ace/module_er[1],uuid:7eaf891d-1c1c-4f9f-85db-29cd035b3ace/module_er[1]/module_e1_4[1],uuid:7eaf891d-1c1c-4f9f-85db-29cd035b3ace/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2015,0,1,,1,1,,12,6,1,,1,1,6/1/2023,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,-96,Deshi rui,,0,18,,4500,6/1/2023,5,,uuid:7eaf891d-1c1c-4f9f-85db-29cd035b3ace/module_er[1],uuid:7eaf891d-1c1c-4f9f-85db-29cd035b3ace/module_er[1]/module_e1_4[2],uuid:7eaf891d-1c1c-4f9f-85db-29cd035b3ace/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:aabcf8e0-6dee-4c2f-a4f6-68c8e354b9d7/module_er[1],uuid:aabcf8e0-6dee-4c2f-a4f6-68c8e354b9d7/module_er[1]/module_e1_4[1],uuid:aabcf8e0-6dee-4c2f-a4f6-68c8e354b9d7/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:aabcf8e0-6dee-4c2f-a4f6-68c8e354b9d7/module_er[1],uuid:aabcf8e0-6dee-4c2f-a4f6-68c8e354b9d7/module_er[1]/module_e1_4[2],uuid:aabcf8e0-6dee-4c2f-a4f6-68c8e354b9d7/module_er[1]/module_e1_4
1,1,Tilapia,1,1990,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:6335dde9-c261-4187-bd19-38225572359e/module_er[1],uuid:6335dde9-c261-4187-bd19-38225572359e/module_er[1]/module_e1_4[1],uuid:6335dde9-c261-4187-bd19-38225572359e/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,1990,0,1,,1,1,,15,6,1,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,5,,,-96,Jane na,,0,5,,1000,2/1/2024,5,,uuid:6335dde9-c261-4187-bd19-38225572359e/module_er[1],uuid:6335dde9-c261-4187-bd19-38225572359e/module_er[1]/module_e1_4[2],uuid:6335dde9-c261-4187-bd19-38225572359e/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d5fae32e-4931-48ed-ab1a-cf8230800f8e/module_er[1],uuid:d5fae32e-4931-48ed-ab1a-cf8230800f8e/module_er[1]/module_e1_4[1],uuid:d5fae32e-4931-48ed-ab1a-cf8230800f8e/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d5fae32e-4931-48ed-ab1a-cf8230800f8e/module_er[1],uuid:d5fae32e-4931-48ed-ab1a-cf8230800f8e/module_er[1]/module_e1_4[2],uuid:d5fae32e-4931-48ed-ab1a-cf8230800f8e/module_er[1]/module_e1_4
1,1,Tilapia,1,2017,0,1,,1,1,,26,5,2,,0,,11/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,10000,Muktagasa hajir hasari,0,,1,2,,,,1,,2,-97,7500,10/1/2023,1,,uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[1],uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[1]/module_e1_4[1],uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2017,0,1,,1,1,,26,5,2,,0,,1/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,100,Rihoni hasary,0,,7,,,1,,,1,42,,8400,11/1/2023,1,,uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[1],uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[1]/module_e1_4[2],uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[1]/module_e1_4
1,1,Tilapia,1,2017,0,1,,1,1,,28,5,2,,0,,1/1/2023,5,0,0,0,0,1,0,0,0,0,0,,0,0,,,0,,1,2,,,,1,,3,-97,20000,1/1/2023,1,,uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[2],uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[2]/module_e1_4[1],uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[2]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[2],uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[2]/module_e1_4[2],uuid:2aede203-5ffd-4cf6-8d9c-057f23fe6b8d/module_er[2]/module_e1_4
1,1,Tilapia,1,2023,0,1,,1,2,,3,3,1,,0,,9/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,1,,,,0,,5,-97,1400,12/1/2023,5,,uuid:e58e96c2-95b6-4d5e-a6ed-6c4dc3e612fa/module_er[1],uuid:e58e96c2-95b6-4d5e-a6ed-6c4dc3e612fa/module_er[1]/module_e1_4[1],uuid:e58e96c2-95b6-4d5e-a6ed-6c4dc3e612fa/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,0,1,,1,2,,3,3,3,,0,,9/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,5,,,-96,Jane na,,0,5,,1500,10/1/2023,5,,uuid:e58e96c2-95b6-4d5e-a6ed-6c4dc3e612fa/module_er[1],uuid:e58e96c2-95b6-4d5e-a6ed-6c4dc3e612fa/module_er[1]/module_e1_4[2],uuid:e58e96c2-95b6-4d5e-a6ed-6c4dc3e612fa/module_er[1]/module_e1_4
1,1,Tilapia,1,2022,0,1,,1,1,,22,3,1,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,0,-96,Monosex,,,0,,5,5,1500,1/1/2024,2,,uuid:a95b7125-ec93-407c-ad2e-2a00596234f4/module_er[1],uuid:a95b7125-ec93-407c-ad2e-2a00596234f4/module_er[1]/module_e1_4[1],uuid:a95b7125-ec93-407c-ad2e-2a00596234f4/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:a95b7125-ec93-407c-ad2e-2a00596234f4/module_er[1],uuid:a95b7125-ec93-407c-ad2e-2a00596234f4/module_er[1]/module_e1_4[2],uuid:a95b7125-ec93-407c-ad2e-2a00596234f4/module_er[1]/module_e1_4
