d1index,d1cgiartech_id,d1cgiartech_name,d1cgiartech_know,d1cgiartech_usage,d1cgiartech_owner,d1cgiartech_past,d1cgiartech_startyear,d1cgiartech_stopyear,d1tech_stopreason,d1tech_stopreason_1,d1tech_stopreason_2,d1tech_stopreason_3,d1tech_stopreason_4,d1tech_stopreason_5,d1tech_stopreason_6,d1tech_stopreason_7,d1tech_stopreason_8,d1tech_stopreason_9,d1tech_stopreason_10,d1cgiartech_introyear,PARENT_KEY,KEY,SET-OF-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7,uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7/module_d-module_d1[2],uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2015,,,,,,,,,,,,,-97,uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7,uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7/module_d-module_d1[3],uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7,uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7/module_d-module_d1[4],uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7,uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7/module_d-module_d1[5],uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7,uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7/module_d-module_d1[6],uuid:da0c2e4b-f63b-46a2-9a0f-a836cca294e7/module_d-module_d1
1,1,Axial Flow Pump,1,1,0,0,2024,,,,,,,,,,,,,2004,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1[1],uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1[2],uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,0,2024,,,,,,,,,,,,,2015,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1[3],uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1[4],uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2019,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1[5],uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792,uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1[6],uuid:a7cae609-9c64-4ea6-bccf-3d433e506792/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1[1],uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1[2],uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,1990,,,,,,,,,,,,,1990,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1[3],uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1[4],uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1[5],uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7,uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1[6],uuid:a20672b8-6682-4f7b-a038-bb744a750fb7/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:a916f792-95c7-4353-ab19-13779a95599b,uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1[1],uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:a916f792-95c7-4353-ab19-13779a95599b,uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1[2],uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,1990,,,,,,,,,,,,,-97,uuid:a916f792-95c7-4353-ab19-13779a95599b,uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1[3],uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:a916f792-95c7-4353-ab19-13779a95599b,uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1[4],uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:a916f792-95c7-4353-ab19-13779a95599b,uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1[5],uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:a916f792-95c7-4353-ab19-13779a95599b,uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1[6],uuid:a916f792-95c7-4353-ab19-13779a95599b/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:9b1858c1-7aac-463f-b828-2721a8740909,uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1[1],uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:9b1858c1-7aac-463f-b828-2721a8740909,uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1[2],uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2004,,,,,,,,,,,,,2004,uuid:9b1858c1-7aac-463f-b828-2721a8740909,uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1[3],uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2020,,,,,,,,,,,,,2020,uuid:9b1858c1-7aac-463f-b828-2721a8740909,uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1[4],uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:9b1858c1-7aac-463f-b828-2721a8740909,uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1[5],uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:9b1858c1-7aac-463f-b828-2721a8740909,uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1[6],uuid:9b1858c1-7aac-463f-b828-2721a8740909/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1[1],uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1[2],uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2014,,,,,,,,,,,,,2014,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1[3],uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1[4],uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1[5],uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48,uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1[6],uuid:a6fc4b14-31c1-42ab-bf89-fff2fb918b48/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1[1],uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1[2],uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,1,1,2014,,,,,,,,,,,,,1994,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1[3],uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2014,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1[4],uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1
5,5,Combine Harvester/Thresher,1,1,0,0,2019,,,,,,,,,,,,,2019,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1[5],uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c,uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1[6],uuid:7fd40078-8fb0-4412-9b5f-19f1e24f0a7c/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1[1],uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1[2],uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2015,,,,,,,,,,,,,-97,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1[3],uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1[4],uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1[5],uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,1,0,,0,,,,,,,,,,,,,,-97,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf,uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1[6],uuid:949686dc-1d01-46d0-a2ff-17d1bf8039cf/module_d-module_d1
1,1,Axial Flow Pump,1,0,,0,,,,,,,,,,,,,,-97,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1[1],uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1[2],uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2017,,,,,,,,,,,,,2015,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1[3],uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1[4],uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2020,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1[5],uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,1,0,,0,,,,,,,,,,,,,,-97,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0,uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1[6],uuid:a5f45f33-e1da-4314-98e2-196407fd45f0/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1[1],uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1[2],uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,1996,,,,,,,,,,,,,-97,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1[3],uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,0,2020,,,,,,,,,,,,,-97,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1[4],uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1[5],uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5,uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1[6],uuid:569694f3-e7cc-48f3-82b6-0ff6520989d5/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1[1],uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1[2],uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2012,,,,,,,,,,,,,2010,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1[3],uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1[4],uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1
5,5,Combine Harvester/Thresher,1,1,0,1,2019,,,,,,,,,,,,,2018,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1[5],uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22,uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1[6],uuid:d91f48e3-4168-4079-a777-6dbd237e2c22/module_d-module_d1
1,1,Axial Flow Pump,1,1,0,1,2018,,,,,,,,,,,,,2011,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1[1],uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1[2],uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,2015,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1[3],uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2015,,,,,,,,,,,,,2011,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1[4],uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1[5],uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817,uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1[6],uuid:1a7102b9-42e2-49a6-8340-9926fcc4b817/module_d-module_d1
1,1,Axial Flow Pump,1,0,,1,2006,2008,3,0,0,1,0,0,0,0,0,0,0,2006,uuid:47f20cef-bd7a-4afa-9031-e91356e38476,uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1[1],uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:47f20cef-bd7a-4afa-9031-e91356e38476,uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1[2],uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2010,,,,,,,,,,,,,2009,uuid:47f20cef-bd7a-4afa-9031-e91356e38476,uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1[3],uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:47f20cef-bd7a-4afa-9031-e91356e38476,uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1[4],uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:47f20cef-bd7a-4afa-9031-e91356e38476,uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1[5],uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:47f20cef-bd7a-4afa-9031-e91356e38476,uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1[6],uuid:47f20cef-bd7a-4afa-9031-e91356e38476/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1[1],uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1[2],uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2010,,,,,,,,,,,,,2009,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1[3],uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1[4],uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1[5],uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950,uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1[6],uuid:eccd97c2-6747-4bb6-a7a3-2036adf15950/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:b92aa6a2-1877-407c-aebf-988bd917055e,uuid:b92aa6a2-1877-407c-aebf-988bd917055e/module_d-module_d1[1],uuid:b92aa6a2-1877-407c-aebf-988bd917055e/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:b92aa6a2-1877-407c-aebf-988bd917055e,uuid:b92aa6a2-1877-407c-aebf-988bd917055e/module_d-module_d1[2],uuid:b92aa6a2-1877-407c-aebf-988bd917055e/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:b92aa6a2-1877-407c-aebf-988bd917055e,uuid:b92aa6a2-1877-407c-aebf-988bd917055e/module_d-module_d1[3],uuid:b92aa6a2-1877-407c-aebf-988bd917055e/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:b92aa6a2-1877-407c-aebf-988bd917055e,uuid:b92aa6a2-1877-407c-aebf-988bd917055e/module_d-module_d1[4],uuid:b92aa6a2-1877-407c-aebf-988bd917055e/module_d-module_d1
